"","state","state_full","date","finances_prop","symptom_prop","maskwearing_prop","admission_prop","depression_prop"
"2272","NC","District of Columbia",2021-06-14,34.8840774,0.5543979,51.3752367,0.0148236,9.2542715
"2273","ND","District of Columbia",2021-06-14,35.8639967,1.3933721,23.4647139,0,7.0223194
"2274","NE","District of Columbia",2021-06-14,30.6803259,0.4382631,30.52279,0,8.2348072
"2275","NH","District of Columbia",2021-06-14,32.5285072,0.6464783,47.1678898,0,9.425689
"2276","NJ","District of Columbia",2021-06-14,39.8731804,0.4998087,65.692966,0.0144749,9.0357477
"2277","NM","District of Columbia",2021-06-14,38.0589289,0.4730064,63.8680159,0.0339116,11.7462468
"2278","NV","District of Columbia",2021-06-14,42.2745943,0.3912103,54.4013052,0.0136563,11.0124886
"2279","NY","District of Columbia",2021-06-14,39.5052256,0.6841278,63.1061352,0.0014776,9.9768132
"2280","OH","District of Columbia",2021-06-14,35.3220563,0.8198061,37.5858269,0.0061086,11.6693853
"2281","OK","District of Columbia",2021-06-14,38.9542527,0.7211483,35.6930168,0.0358867,13.8492879
"2282","OR","District of Columbia",2021-06-14,36.2440785,0.5478177,76.7140581,0,13.4458491
"2283","PA","District of Columbia",2021-06-14,33.9141185,0.7423073,50.5713022,0.0223507,11.1350757
"2284","RI","District of Columbia",2021-06-14,33.7444258,0.1449818,44.8962368,0,11.9499751
"2285","SC","District of Columbia",2021-06-14,34.2808653,0.9069614,48.1936426,0.0136888,9.143547
"2286","SD","District of Columbia",2021-06-14,31.6596368,1.3389539,27.9176648,0.1120176,10.0787599
"2287","TN","District of Columbia",2021-06-14,35.3140619,1.0153177,40.7727727,0.0062231,13.2933555
"2288","TX","District of Columbia",2021-06-14,43.1722056,0.8534615,59.2734668,0.0150833,10.470594
"2289","UT","District of Columbia",2021-06-14,33.942336,0.9038536,30.8310062,0,12.7667094
"2290","VA","District of Columbia",2021-06-14,35.6934082,0.5984632,54.1280992,0.0448998,11.7619488
"2291","VT","District of Columbia",2021-06-14,33.5720531,0.3774969,58.5693133,0,7.9258311
"2292","WA","District of Columbia",2021-06-14,36.1825989,0.7821962,70.3801185,0,13.6952911
"2293","WI","District of Columbia",2021-06-14,31.3093331,0.7371222,34.4344981,0.0024493,11.0292754
"2294","WV","District of Columbia",2021-06-14,38.1894985,1.6904456,51.2710557,0,12.2319788
"2295","WY","District of Columbia",2021-06-14,28.841942,0.9562639,21.5643678,0.2698529,8.0395901
"2296","AK","District of Columbia",2021-06-15,37.8891608,1.4537493,42.5645959,0.1367693,9.8753703
"2297","AL","District of Columbia",2021-06-15,35.4841081,0.8709668,42.9524588,0.058054,11.5814365
"2298","AR","District of Columbia",2021-06-15,38.410484,1.8731373,38.4359713,0.0329976,14.5025223
"2299","AZ","District of Columbia",2021-06-15,36.5187678,1.0987752,58.1502483,0.0076997,13.2479907
"2300","CA","District of Columbia",2021-06-15,41.1928806,0.9086734,82.811764,0.0021772,10.6992539
"2301","CO","District of Columbia",2021-06-15,37.4981592,0.5565287,40.1287568,0,10.3671218
"2302","CT","District of Columbia",2021-06-15,36.2718604,0.5567609,57.9211391,0,8.8914184
"2303","DC","District of Columbia",2021-06-15,28.4408472,0.7947339,56.0062856,0,6.9308746
"2304","DE","District of Columbia",2021-06-15,33.7240464,0.4086756,58.9428445,0,9.2657059
"2305","FL","District of Columbia",2021-06-15,38.6114704,0.8929284,54.1868256,0.0151183,10.3321998
"2306","GA","District of Columbia",2021-06-15,36.13196,1.0125767,52.3296025,0.0080032,10.4683507
"2307","HI","District of Columbia",2021-06-15,32.0440989,0.340207,83.6309322,0,10.8816658
"2308","IA","District of Columbia",2021-06-15,32.8066417,1.4516485,31.8962638,0,12.7412087
"2309","ID","District of Columbia",2021-06-15,35.6385606,0.9126731,28.171916,0,10.728649
"2310","IL","District of Columbia",2021-06-15,34.0765818,0.5886512,56.224119,0.0011349,9.6441466
"2311","IN","District of Columbia",2021-06-15,35.5207495,1.0004937,44.3660015,0.0084594,14.3715865
"2312","KS","District of Columbia",2021-06-15,34.1524498,1.4065131,36.4809768,0,13.1559618
"2313","KY","District of Columbia",2021-06-15,36.9639232,0.9373192,45.1905405,0.0063815,14.9427669
"2314","LA","District of Columbia",2021-06-15,41.5426255,0.9374928,45.1202802,0.0246024,10.587341
"2315","MA","District of Columbia",2021-06-15,33.4578804,0.8934105,48.8648842,0,10.4275947
"2316","MD","District of Columbia",2021-06-15,37.5677625,0.4896431,65.5690453,0.004718,10.3049313
"2317","ME","District of Columbia",2021-06-15,38.585501,0.8133322,39.1218911,0,13.7446422
"2318","MI","District of Columbia",2021-06-15,31.8933991,0.9538283,49.9887627,0,12.7652864
"2319","MN","District of Columbia",2021-06-15,29.8083639,0.8009708,33.3682834,0,10.6002134
"2320","MO","District of Columbia",2021-06-15,33.374049,1.2450435,37.1444082,0.0278675,12.6213355
"2321","MS","District of Columbia",2021-06-15,41.8356858,0.9671971,47.0243645,0.0433369,13.6371466
"2322","MT","District of Columbia",2021-06-15,29.2843602,1.2452265,24.5856872,0,8.0691218
"2323","NC","District of Columbia",2021-06-15,35.6121806,0.6517732,50.2537511,0.0121284,9.6385616
"2324","ND","District of Columbia",2021-06-15,37.4585321,1.4525046,22.4482304,0,6.4614835
"2325","NE","District of Columbia",2021-06-15,31.8467826,0.4260799,28.8792432,0,6.9167453
"2326","NH","District of Columbia",2021-06-15,32.3032421,0.6541018,46.3683436,0.010456,9.3462414
"2327","NJ","District of Columbia",2021-06-15,39.7022064,0.3914945,65.0360519,0.0160832,9.97971
"2328","NM","District of Columbia",2021-06-15,39.1555884,0.7053551,63.1783423,0.0339116,13.393921
"2329","NV","District of Columbia",2021-06-15,43.0930215,0.3923025,52.8266784,0.0227606,10.9104045
"2330","NY","District of Columbia",2021-06-15,39.4463095,0.7155357,62.7227747,0.0014776,10.5963699
"2331","OH","District of Columbia",2021-06-15,35.9304105,0.7563995,37.1636398,0.0061086,11.7387402
"2332","OK","District of Columbia",2021-06-15,40.2667037,0.513308,35.7992205,0.0358867,13.5339744
"2333","OR","District of Columbia",2021-06-15,36.722199,0.4876328,74.8890955,0,14.4054351
"2334","PA","District of Columbia",2021-06-15,33.2021099,0.7516111,49.040527,0.0178805,11.1676349
"2335","RI","District of Columbia",2021-06-15,33.2249035,0.0744356,42.6033079,0,11.7803808
"2336","SC","District of Columbia",2021-06-15,33.1321095,0.7904316,47.1393634,0.010951,8.9893148
"2337","SD","District of Columbia",2021-06-15,31.5143591,1.5986841,26.6781583,0.1280201,10.8350524
"2338","TN","District of Columbia",2021-06-15,35.1211969,1.0156817,39.4763529,0.0041487,13.1024849
"2339","TX","District of Columbia",2021-06-15,42.5744508,0.7975746,58.6617503,0.0121639,9.999933
"2340","UT","District of Columbia",2021-06-15,34.1513128,1.037829,31.6676879,0.0043958,12.6269949
"2341","VA","District of Columbia",2021-06-15,36.833727,0.7532378,53.8381099,0.0432368,11.429096
"2342","VT","District of Columbia",2021-06-15,36.2806904,0.2687848,57.7254642,0,8.7728875
"2343","WA","District of Columbia",2021-06-15,35.8841033,0.8050654,70.3085795,0,13.8240654
"2344","WI","District of Columbia",2021-06-15,31.353979,0.6981608,33.3925641,0.0024493,10.4627257
"2345","WV","District of Columbia",2021-06-15,38.8359307,1.917349,48.4619448,0.0080042,13.3121576
"2346","WY","District of Columbia",2021-06-15,31.19837,1.0065072,24.7949483,0.2453208,9.2103192
"2347","AK","District of Columbia",2021-06-16,36.1621308,1.6021284,39.9913418,0.1367693,13.0121188
"2348","AL","District of Columbia",2021-06-16,36.2152995,0.9747656,41.4041985,0.0522486,11.3977497
"2349","AR","District of Columbia",2021-06-16,36.7520769,1.7830489,37.1419486,0.0282837,15.0422469
"2350","AZ","District of Columbia",2021-06-16,36.2613223,1.0528335,58.0694223,0.0038499,13.1552686
"2351","CA","District of Columbia",2021-06-16,40.4532319,0.8522443,82.1586903,0.002903,10.3544166
"2352","CO","District of Columbia",2021-06-16,38.3419443,0.5679279,40.3028244,0,11.4711369
"2353","CT","District of Columbia",2021-06-16,35.4362375,0.7636064,58.1024888,0,8.7689794
"2354","DC","District of Columbia",2021-06-16,25.4527724,0.8028972,54.7891787,0,5.5011325
"2355","DE","District of Columbia",2021-06-16,37.320844,0.807428,57.12999,0,11.2059176
"2356","FL","District of Columbia",2021-06-16,38.4175866,0.9012614,53.5148812,0.0151183,10.3191672
"2357","GA","District of Columbia",2021-06-16,37.0133419,1.2135021,52.0571507,0.0066693,10.7019227
"2358","HI","District of Columbia",2021-06-16,34.4247815,0.3401135,84.2608486,0,9.8321514
"2359","IA","District of Columbia",2021-06-16,33.204367,1.3524344,30.8017357,0,13.2903967
"2360","ID","District of Columbia",2021-06-16,35.700149,0.8761961,28.2534631,0,11.5109619
"2361","IL","District of Columbia",2021-06-16,34.7346202,0.6781686,55.4533401,0.0022698,9.4551793
"2362","IN","District of Columbia",2021-06-16,35.5738559,0.8254685,43.3022964,0.0105743,13.6690614
"2363","KS","District of Columbia",2021-06-16,33.6974701,1.2628161,34.4584894,0,12.9713737
"2364","KY","District of Columbia",2021-06-16,35.8355263,0.9735955,42.7145431,0.0031907,13.583848
"2365","LA","District of Columbia",2021-06-16,43.2704099,0.879803,45.1838228,0.0246024,9.2105148
"2366","MA","District of Columbia",2021-06-16,33.8104649,1.0683807,47.9272394,0,10.5480148
"2367","MD","District of Columbia",2021-06-16,36.271994,0.551404,63.4711446,0.004718,11.061736
"2368","ME","District of Columbia",2021-06-16,37.3747101,1.0292657,37.3772256,0,13.6538941
"2369","MI","District of Columbia",2021-06-16,31.1347062,0.9632072,48.6523186,0,12.1841082
"2370","MN","District of Columbia",2021-06-16,30.3129355,0.9305923,32.0061982,0,10.3676809
"2371","MO","District of Columbia",2021-06-16,33.2078017,1.5162779,36.4034046,0.0209007,12.9908761
"2372","MS","District of Columbia",2021-06-16,41.9190627,1.2169912,47.0123585,0.0481521,13.382525
"2373","MT","District of Columbia",2021-06-16,28.0126922,1.1833759,25.6305963,0,8.397842
"2374","NC","District of Columbia",2021-06-16,35.4569322,0.8096551,50.1588936,0.0094332,9.7717371
"2375","ND","District of Columbia",2021-06-16,35.4848038,1.5298189,21.6700414,0,7.3557029
"2376","NE","District of Columbia",2021-06-16,32.267542,0.5638698,29.2725284,0,7.9641973
"2377","NH","District of Columbia",2021-06-16,32.5861301,0.5697049,45.405507,0.0209119,9.2542912
"2378","NJ","District of Columbia",2021-06-16,39.6760721,0.3915355,63.438947,0.0192999,10.525026
"2379","NM","District of Columbia",2021-06-16,39.9187513,0.5299198,62.6931494,0.0339116,12.7201652
"2380","NV","District of Columbia",2021-06-16,40.548619,0.3542586,50.3865834,0.0318648,13.1603509
"2381","NY","District of Columbia",2021-06-16,40.0455784,0.7612963,62.8629205,0.0014776,10.9569839
"2382","OH","District of Columbia",2021-06-16,34.8850529,0.7552953,36.0883012,0.0061086,11.179609
"2383","OK","District of Columbia",2021-06-16,41.1696636,0.5436019,35.3691371,0.032298,12.9125719
"2384","OR","District of Columbia",2021-06-16,35.1832507,0.5062405,74.2561674,0,13.5401605
"2385","PA","District of Columbia",2021-06-16,33.8108875,0.763546,48.1285648,0.0156455,11.3656623
"2386","RI","District of Columbia",2021-06-16,33.718061,0.391547,41.2933199,0,12.0884156
"2387","SC","District of Columbia",2021-06-16,33.9295715,0.6994879,45.4689368,0.0082133,8.7759484
"2388","SD","District of Columbia",2021-06-16,32.5887517,1.9573198,25.8855585,0.0960151,10.362966
"2389","TN","District of Columbia",2021-06-16,34.0691873,0.9073604,38.3873457,0.0062231,12.230098
"2390","TX","District of Columbia",2021-06-16,42.8053542,0.9723182,57.7112336,0.0126505,10.0926461
"2391","UT","District of Columbia",2021-06-16,32.4897984,0.9406589,30.9598959,0.0087915,12.9369895
"2392","VA","District of Columbia",2021-06-16,36.9470521,0.6529349,53.0791637,0.0382479,11.8912889
"2393","VT","District of Columbia",2021-06-16,37.0190309,0.2166786,57.4089997,0,10.6352786
"2394","WA","District of Columbia",2021-06-16,36.392256,0.8291521,69.8078404,0,14.2684795
"2395","WI","District of Columbia",2021-06-16,31.0007552,0.8282934,33.0524192,0.0024493,10.4497569
"2396","WV","District of Columbia",2021-06-16,41.3508922,1.9945067,47.238411,0.0160083,15.4326009
"2397","WY","District of Columbia",2021-06-16,30.219552,1.0625605,25.8714179,0.1962566,8.1125689
"2398","AK","District of Columbia",2021-06-17,33.365075,1.0745378,39.3300204,0.1367693,12.9629035
"2399","AL","District of Columbia",2021-06-17,37.7578154,0.8638016,41.4682324,0.0551512,11.110889
"2400","AR","District of Columbia",2021-06-17,35.6840171,1.7011205,36.2698918,0.0282837,13.9503651
"2401","AZ","District of Columbia",2021-06-17,35.7362289,1.1301028,57.0421431,0.0076997,11.9139349
"2402","CA","District of Columbia",2021-06-17,40.6876826,0.7853107,81.7141058,0.0032659,10.4678227
"2403","CO","District of Columbia",2021-06-17,37.458842,0.6906705,39.5723242,0,11.4089913
"2404","CT","District of Columbia",2021-06-17,34.492667,0.7530237,56.8434764,0,9.4405651
"2405","DC","District of Columbia",2021-06-17,30.1440808,0.8417123,54.1577489,0,3.6518232
"2406","DE","District of Columbia",2021-06-17,38.1965603,0.6510601,54.6956959,0,13.0768899
"2407","FL","District of Columbia",2021-06-17,38.9202817,0.8887391,53.5093266,0.0157757,10.1515632
"2408","GA","District of Columbia",2021-06-17,36.8176863,1.0429177,50.9299642,0.0066693,11.2197742
"2409","HI","District of Columbia",2021-06-17,30.6444473,0.3381585,83.280642,0,10.5391482
"2410","IA","District of Columbia",2021-06-17,33.0664226,1.2903051,28.8301151,0,13.3514143
"2411","ID","District of Columbia",2021-06-17,35.5887889,0.6836037,26.8638559,0,10.6320763
"2412","IL","District of Columbia",2021-06-17,34.898974,0.6152747,54.1246435,0.0034047,9.2150792
"2413","IN","District of Columbia",2021-06-17,35.1289198,0.7353045,41.1986249,0.0084594,12.9885038
"2414","KS","District of Columbia",2021-06-17,34.0537656,1.262839,33.6278188,0,12.5051538
"2415","KY","District of Columbia",2021-06-17,36.5322872,1.2204572,40.8808117,0.0031907,13.3610983
"2416","LA","District of Columbia",2021-06-17,44.2876625,1.0563292,44.2882718,0.0276777,9.3627872
"2417","MA","District of Columbia",2021-06-17,34.7289663,0.8917672,46.9570447,0,10.8137164
"2418","MD","District of Columbia",2021-06-17,34.7803111,0.4769434,63.0556828,0.004718,10.1978671
"2419","ME","District of Columbia",2021-06-17,35.127963,1.0684183,36.3530583,0,12.1038134
"2420","MI","District of Columbia",2021-06-17,31.610948,0.9615575,46.7914769,0,11.9268367
"2421","MN","District of Columbia",2021-06-17,29.6093361,0.8898995,31.500774,0,10.6525942
"2422","MO","District of Columbia",2021-06-17,33.8612261,1.4384884,35.6053957,0.0139338,13.157634
"2423","MS","District of Columbia",2021-06-17,40.4670836,1.1178221,46.6526754,0.0481521,11.661315
"2424","MT","District of Columbia",2021-06-17,31.6203584,1.3713451,26.2703511,0.0132205,10.2807742
"2425","NC","District of Columbia",2021-06-17,35.6778329,0.8671809,48.9771906,0.0094332,10.1738616
"2426","ND","District of Columbia",2021-06-17,34.4136311,1.0667822,22.488351,0,9.6579273
"2427","NE","District of Columbia",2021-06-17,33.017179,0.5653673,28.3318858,0,8.7090379
"2428","NH","District of Columbia",2021-06-17,33.5336953,0.8871643,45.5621097,0.0313679,9.7319945
"2429","NJ","District of Columbia",2021-06-17,37.0354632,0.4070663,63.7799388,0.0209082,10.07088
"2430","NM","District of Columbia",2021-06-17,38.9606399,0.5407051,61.5988262,0.0339116,12.5433625
"2431","NV","District of Columbia",2021-06-17,39.5333044,0.5228458,49.3722782,0.0273127,13.1418406
"2432","NY","District of Columbia",2021-06-17,40.4348629,0.794874,62.4808623,0.0014776,11.0921832
"2433","OH","District of Columbia",2021-06-17,34.1206244,0.7718334,35.1043298,0.0048869,11.6323444
"2434","OK","District of Columbia",2021-06-17,40.8826756,0.5778574,35.5798104,0.0287094,12.4030196
"2435","OR","District of Columbia",2021-06-17,35.2334831,0.5681589,74.4352783,0,14.1297345
"2436","PA","District of Columbia",2021-06-17,34.3013079,0.6874438,47.0248332,0.0156455,11.1166694
"2437","RI","District of Columbia",2021-06-17,33.3807552,0.3958185,41.8235997,0,11.2751065
"2438","SC","District of Columbia",2021-06-17,34.7006809,0.6994304,45.2315946,0.0054755,9.3718699
"2439","SD","District of Columbia",2021-06-17,29.1389781,1.7262494,25.0322213,0.1120176,9.5647178
"2440","TN","District of Columbia",2021-06-17,33.0616147,0.911247,38.6230406,0.0082974,11.187969
"2441","TX","District of Columbia",2021-06-17,43.2293011,0.9873646,57.1997877,0.0136236,10.1780998
"2442","UT","District of Columbia",2021-06-17,31.9346175,0.8423999,29.4732684,0.0131873,12.3297538
"2443","VA","District of Columbia",2021-06-17,38.1444311,0.7153526,52.7836326,0.036585,11.9309055
"2444","VT","District of Columbia",2021-06-17,38.0431633,0.217847,56.3164935,0,10.5845669
"2445","WA","District of Columbia",2021-06-17,35.8833008,0.9317389,68.9571875,0,14.1070606
"2446","WI","District of Columbia",2021-06-17,30.4960094,0.6355598,31.3982275,0.0024493,10.0975229
"2447","WV","District of Columbia",2021-06-17,41.406403,2.0832368,44.3385727,0.0240125,15.6763626
"2448","WY","District of Columbia",2021-06-17,28.9677252,1.2222717,26.2666105,0.1471925,7.5182185
"2449","AK","District of Columbia",2021-06-18,35.1707897,1.3508746,41.2339764,0.1367693,13.112184
"2450","AL","District of Columbia",2021-06-18,37.5621505,0.8004337,40.5116074,0.0580539,10.093012
"2451","AR","District of Columbia",2021-06-18,38.2315418,1.5381033,36.0868571,0.0235697,13.7585717
"2452","AZ","District of Columbia",2021-06-18,37.1471912,1.1700383,55.384508,0.0134745,12.1067217
"2453","CA","District of Columbia",2021-06-18,40.4669519,0.7802008,80.6230783,0.0032659,10.8463506
"2454","CO","District of Columbia",2021-06-18,37.1404651,0.6719939,37.8166004,0,10.3378815
"2455","CT","District of Columbia",2021-06-18,34.0865183,0.7472739,56.4490818,0,10.466866
"2456","DC","District of Columbia",2021-06-18,30.153279,0.8326751,53.4498858,0,3.4519416
"2457","DE","District of Columbia",2021-06-18,38.2890115,0.4711161,52.4385757,0,16.5156084
"2458","FL","District of Columbia",2021-06-18,39.0538113,0.8540144,53.0931509,0.016433,10.0731075
"2459","GA","District of Columbia",2021-06-18,36.1523401,0.9928822,50.2867799,0.0066693,10.9350618
"2460","HI","District of Columbia",2021-06-18,33.0597312,0.3082815,79.4329725,0,10.8135745
